"id","language","bank","card","merchant","merchantPhone","benefit","tAndCLink","from","to","storeLocation","imageUrl","cuisineType"
"CB-1660","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Kushiyaki Sesson","25050166","""8% off regular-priced food and drinks""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""Shop 3, UG/F, Cheung Fai Building, 45 & 47 Cochrane Street, Central, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1660.jpg","asian,japanese"
"CB-474","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","L'hotel Causeway Bay Harbour View  - The Booth","35532633","""15% off food and beverages""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""B/F, L'hotel Causeway Bay Harbour View, 18 King's Road, Causeway Bay, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img474.jpg","hotel"
"CB-473","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","L'hotel Causeway Bay Harbour View - Corner 18","35532667","""15% off lunch and dinner buffet""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""1/F, L'hotel Causeway Bay Harbour View, 18 King's Road, Causeway Bay, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img473.jpg","hotel"
"CB-550","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","L'hotel élan - forte","39688222","""30% off holiday brunch (Saturday, Sunday & Public Holiday) & semi-buffet dinner (Monday to Thursday)"",""25% off semi-buffet dinner (Friday to Sunday, Public Holiday eve and Public Holiday)"",""25% off holiday brunch (Saturday, Sunday & Public Holiday) & semi-buffet dinner (Monday to Thursday)"",""20% off semi-buffet dinner (Friday, to Sunday, Public Holiday eve and Public Holiday)"",""10% off à la carte menu, afternoon tea, beverage consumption & executive lunch (Monday to Friday)""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""2/F, L'hotel élan, 38 Chong Yip Street, Kwun Tong, KLN""","https://www.citibank.com.hk/english/credit-cards/images/logo/img550.jpg","hotel"
"CB-1553","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","L'hotel Nina et Convention Centre Hong Kong - Café Circles","22802868","""15% off lunch & dinner buffet""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""9/F, L'hotel Nina et Convention Centre, 8 Yeung Uk Road, Tsuen Wan, NT""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1553.jpg","hotel"
"CB-472","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","L'hotel Nina et Convention Centre Hong Kong - Ru Chinese Restaurant","22802929","""10% off regular-priced dishes""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""7/F, L'hotel Nina et Convention Centre, 8 Yeung Uk Road, Tsuen Wan, NT""","https://www.citibank.com.hk/english/credit-cards/images/logo/img472.jpg","hotel"
"CB-471","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","L'hotel Nina et Convention Centre Hong Kong - Trader’s","22802855","""15% off food and beverages""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""G/F, L'hotel Nina et Convention Centre, 8 Yeung Uk Road, Tsuen Wan, NT""","https://www.citibank.com.hk/english/credit-cards/images/logo/img471.jpg","hotel"
"CB-1598","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","La Locanda Italian Cuisine","27859600","""10% off à la carte menu""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""Shop 402, Ocean Centre, Harbour City, Tsim Sha Tsui, KLN""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1598.jpg","western"
"CB-1181","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","La Saison by Jacques Barnachon ","27898000","""20% off à la carte menu"",""10% off à la carte menu""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""2/F, The Cameron, 33 Cameron Road, Tsim Sha Tsui, KLN""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1181.jpg","western"
"CB-1532","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Le Méridien Cyberport - Nam Fong ","29807410","""20% off regular-priced food items""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""L3, Le Méridien Cyberport, 100 Cyberport Road, Cyberport, Pok Fu Lam, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1532.jpg","hotel"
"CB-1535","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Le Méridien Cyberport - Podium Bar","29807424","""20% off regular-priced food items""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""L4, Le Méridien Cyberport, 100 Cyberport Road, Cyberport, Pok Fu Lam, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1535.jpg","hotel"
"CB-1533","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Le Méridien Cyberport - Prompt","29807417","""20% off regular-priced food items""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""L4, Le Méridien Cyberport, 100 Cyberport Road, Cyberport, Pok Fu Lam, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1533.jpg","hotel"
"CB-1534","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Le Méridien Cyberport - PSI Bar ","29807424","""20% off regular-priced food items""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""L4, Le Méridien Cyberport, 100 Cyberport Road, Cyberport, Pok Fu Lam, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1534.jpg","hotel"
"CB-1530","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Le Méridien Cyberport - Restaurant & Bar Umami","29807406","""20% off regular-priced food items""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""L1, Le Méridien Cyberport, 100 Cyberport Road, Cyberport, Pok Fu Lam, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1530.jpg","hotel"
"CB-1166","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Lei Garden","22950238","""HK$200 in Lei Garden Cash Coupons""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2015-07-01","2016-06-30","""Shop 3008-3011, 3/F, International Finance Centre, 1 Harbour View Street, Central, HKI"",""1/F, CNT Tower, 338 Hennessy Road, Wan Chai, HKI"",""Shop 1003, 10/F Times Square, Causeway Bay, HKI"",""1/F, Block 9 - 10 ,City Garden , North Point, HKI"",""Shop 2068-70, Elements, 1 Austin Road West, Tsim Sha Tsui, KLN"",""B-2/F, Houston Centre, 63 Mody Road, Tsim Sha Tsui, KLN"",""Shop F2, 2/F, Telford Plaza, Kowloon Bay, KLN"",""121 Sai Yee Street, Mong Kok, KLN"",""Shop L5-8, 5/F, apm Millennium City 5, 418 Kwun Tong Road, Kwun Tong, KLN"",""6/F, New Town Plaza  Phase I, Sha Tin, NT""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1166.jpg","chinese"
"CB-215","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Lily's Pastry","28827300","""5% off food""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""G/F, Leigyinn Building, 62A Leighton Road, Causeway Bay, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img215.jpg","others"
"CB-1671","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Limewood","28668668","""Complimentary welcome glass of Prosecco or Soft drinks per guest"",""Complimentary sharing dessert per table""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""Shop 103-104, The Pulse, 28 Beach Road, Repulse Bay, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1671.jpg","western"
"CB-56","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Lippo Chiuchow Restaurant","25261168","""20% off dinner""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""Shop 4, G/F, Lippo Centre, 89 Queensway, Admiralty, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img56.jpg","chinese"
"CB-1583","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Little Egret Restaurant","26576657","""30% off red/white bottled wine in dinner session""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""1/F, Lake Egret Nature Park, 2 Hung Lam Road, Tai Po, NT""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1583.jpg","western"
"CB-503","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Lo Hong Ka","28057263","""10% off regular-priced items""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""Shop 6, G/F, Ying Kong Mansion, 2-6 Yee Wo Street, Causeway Bay, HKI"",""G/F, Watsons, Fung House, 19-20 Connaught Road, Central, HKI"",""Shop D, G/F, 190 Nathan Road, Jordan, KLN"",""Shop 7A, G/F, 36-60F Tak Man Street, Hung Hom, KLN"",""Shop G18, Sincere House Commercial Podium, 83 Argyle Street, Mong Kok, KLN"",""Shop 302A, Level 3, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill, KLN"",""Shop G44, G/F, Phase I, Amoy Plaza, 77 Ngau Tau Kok Road, Ngau Tau Kwok, KLN"",""Shop 241B, 2/F, Choi Ming Shopping Centre (Extension), Kin Ming Estate, Tseung Kwan O, NT"",""Shop 55D, Level 3, Shatin Plaza, Sha Tin, NT"",""Eastmost Shop, G/F, 101-103 Kwong Fuk Road, Tai Po, NT"",""Shop 33, Level 2, Fanling Town Centre, Fanling, NT"",""Shop 2030, Level 2, Sheung Shui Centre, 3 Che Cheong Road, Sheung Shui, NT"",""Shop 2021, 2/F, Kolour Tsuen Wan I, 68 Chung On Street, Tsuen Wan, NT"",""Shop 319A, Maritime Square, 33 Tsing King Road, Tsing Yi, NT"",""Shop 38, G/F, Kolour Yuen Long, 1 Kau Yuk Road, Yuen Long, NT"",""Shop G019, G/F, Chung Fu Plaza Phase 1, Tin Shui Wai, NT"",""Shop 14B, Level 1, South Wing, Tuen Mun Trend Plaza, Tuen Mun, NT""","https://www.citibank.com.hk/english/credit-cards/images/logo/img503.jpg","others"
"CB-558","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Lodgewood by L’hotel Mongkok Hong Kong - canton pot","39687888","""15% off à la carte menu and hot pot menu (Sunday to Thursday)"",""10% off à la carte menu and hot pot menu""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""2/F, Lodgewood by L’hotel Mongkok Hong Kong, 1131 Canton Road, Mong Kok, KLN""","https://www.citibank.com.hk/english/credit-cards/images/logo/img558.jpg","hotel"
"CB-857","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Lotus","23828290","""10% off food and beverages""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""G/F, 39 Fuk Lo Tsun Road, Kowloon City, KLN""","https://www.citibank.com.hk/english/credit-cards/images/logo/img857.jpg","chinese"
"CB-1415","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Loyal Dining","31253000","""10% off dinner""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""66 Wellington Street, Central, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1415.jpg","western"
"CB-1668","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Luna Cake","35759696","""10% off regular-priced items""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""Shop 21, G/F, Legend Tower (E-Plaza), 7 Shing Yip Street, Kwun Tong, KLN"",""Kiosk, B2(MTR Floor), K11, 18 Hanoi Road, Tsim Sha Tsui, KLN"",""Shop P429 Podium 4, World Trade Centre, 280 Gloucester Road, Causeway Bay, HKI"",""Booth W1FD, Lower Floor of West Footbridge, Kornhill Plaza, 1-2 Kornhill Road, Tai Koo, HKI"",""Promotional Area B, 2/F, Tsuen Kam Centre, 328-338 Castle Peak Road, Tsuen Wan, NT""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1668.jpg","others"
"CB-1589","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Lupa by Mario Batali","27966500","""10% off à la carte menu""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""3/F, LHT Tower, 31 Queen's Road Central, Central, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1589.jpg","western"
"CB-1581","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","L’hotel Island South - Bar LIS","39688833","""10% off à la carte menu""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""P3, 55 Wong Chuk Hang Road, Aberdeen, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1581.jpg","hotel"
"CB-546","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","L’hotel Island South - LIS Café ","39688833","""30% off holiday brunch buffet (Saturday, Sunday & Public Holidays) and dinner buffet (Monday to Thursday)"",""25% off dinner buffet (Friday to Sunday, Public Holiday & Public Holiday eve)"",""25% off holiday brunch buffet (Saturday, Sunday & Public Holidays) & dinner buffet (Monday - Thursday)"",""20% off dinner buffet (Friday to Sunday, Public Holiday & Public Holiday eve)"",""10% off à la carte menu, Lunch set (Monday to Friday) and afternoon tea set""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""P3, L’hotel Island South, 55 Wong Chuk Hang Road, Aberdeen, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img546.jpg","hotel"
"CB-1627","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Madera Café","35794548","""10% off à la carte menu"",""5% off à la carte menu"",""15% off in birthday month""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""G/F, Le Riviera, 23 Main Street East, Shau Kei Wan, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1627.jpg","western"
"CB-1599","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Mama San Restaurant & Bar","28818901","""10% off à la carte menu""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""1/F, 46 Wyndham Street, Central, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1599.jpg","western"
"CB-1442","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Manhattan Grill & Bar","23458546","""10% off à la carte menu""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""Shop 303, 3/F, One Pacific Centre, 414 Kwun Tong Road, Kwun Tong, KLN""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1442.jpg","western"
"CB-1590","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Manzo Italian Steakhouse","27353980","""10% off à la carte menu""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""Shop 1104, 11/F, Times Square, 1 Matheson Street, Causeway Bay, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1590.jpg","western"
"CB-1463","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Marco Polo Hongkong Hotel - Cafe Marco","21133912","""15% off food and beverages""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""Level 1, Marco Polo Hongkong Hotel, 3 Canton Road, Tsim Sha Tsui, KLN""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1463.jpg","hotel"
"CB-625","en","Citibank","""Citi® Ultima Card"",""Citi Prestige® Card"",""Citi® PremierMiles Card"",""Citi® Rewards Card And Octopus"",""Citi® Platinum Card""","Max Choice ","39763800","""Membership Discount""","https://www.citibank.com.hk/english/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""16/F, Circle Plaza, 499 Hennessy Road, Causeway Bay, HKI"",""Shop A12, Level 1, Nam Fung Centre, Tsuen Wan, NT"",""Shop 13, G/F, South Wing, Trend Plaza, Tuen Mun, NT"",""Shop 29A, Level 3, Shatin Centre, Sha Tin, NT"",""Shop 5 and 21, G/F, Wayson Commercial Building, 28 Connaught Road West, Sheung Wan, HKI"",""Shop LG12A, LG/F, Wong Tai Sin Plaza, Wong Tai Sin, KLN"",""43 San Fung Avenue, Sheung Shui, NT"",""Shop 418, G/F, Tai Yuen Shopping Centre, Tai Yuen Estate, 10 Ting Kok Road, Tai Po, NT"",""Shop G67, G/F, PopCorn, 9 Tong Chun Street, Tseung Kwan O, NT"",""Shop 141, Level 1, New Jade Shopping Arcade, 233 Chai Wan Road, Chai Wan, HKI"",""Shop 511, Level 5, Grand Century Place, 193 Prince Edward Road West, Mong Kok, KLN"",""Shop 31B, G/F, Chung Fu Plaza Phase 2, Tin Yuet Estate, 33 and 39 Tin Wah Road, Tin Shui Wai, NT"",""Shop L44A, LG/F, Fitfort, 560 King's Road, North Point, HKI"",""Market Stall 201, G/F, Commercial Centre I, Lok Fu Estate, 198 Junction Road, Lok Fu, KLN"",""Shop 39, UG/F, Metro City Phase 2, Tseung Kwan O, NT"",""G/F, 34 Fok Tak Street, Yuen Long, NT"",""Shop 3004-3006, 3/F, City Landmark 1, 68 Chung On Street , Tsuen Wan, NT"",""Shop 267-268, 2/F, Yuen Long Plaza, 249-251 Castle Peak Road, Yuen Long, NT"",""Shop M62, V City MTR Floor, 83 Heung Sze Wui Road, Tuen Mun, NT"",""Shop D1, G/F, Po Wing Building, 108-120 Percival Street, Causeway Bay, HKI""","https://www.citibank.com.hk/english/credit-cards/images/logo/img625.jpg","others"
