"id","language","bank","card","merchant","merchantPhone","benefit","tAndCLink","from","to","storeLocation","imageUrl"
"HSBC-28","zh_TW","HSBC","""匯豐卓越理財信用卡"",""匯豐運籌理財信用卡"",""匯豐白金信用卡"",""其他匯豐信用卡""","iCREMERIA","","""於iCREMERIA惠顧正價貨品滿港幣100元可享9折""","https://www.redhotoffers.hsbc.com.hk//media/382647/contact_YRO2016_Batch9_306_iCREMERIA_TC.pdf","2016-01-01","2016-12-31","","https://www.redhotoffers.hsbc.com.hk/media/382648/306.jpg"
"HSBC-29","zh_TW","HSBC","""匯豐卓越理財信用卡"",""匯豐運籌理財信用卡"",""匯豐白金信用卡"",""其他匯豐信用卡""","Ponti Wine Cellars","","""正價紅酒、白酒及香檳9折""","https://www.redhotoffers.hsbc.com.hk//media/375650/contact_YRO2016_Batch6_206_PontiWineCellars_TC.pdf","2016-01-01","2016-12-31","","https://www.redhotoffers.hsbc.com.hk/media/375652/logo_YRO2016_Batch6_206_PontiWineCellar.jpg"
"HSBC-30","zh_TW","HSBC","""匯豐卓越理財信用卡"",""匯豐運籌理財信用卡"",""匯豐白金信用卡"",""其他匯豐信用卡""","屈臣氏酒窖","","""布根地、意大利、澳洲、紐西蘭及智利正價紅、白餐酒85折""","https://www.redhotoffers.hsbc.com.hk//media/1100498/contact_YRO2016_Batch8_80984_WatsonWine_TC.pdf","2016-01-01","2016-12-31","","https://www.redhotoffers.hsbc.com.hk/media/1100500/logo_YRO2016_Batch8_80984.jpg"
"HSBC-31","zh_TW","HSBC","""匯豐卓越理財信用卡"",""匯豐運籌理財信用卡"",""匯豐白金信用卡"",""其他匯豐信用卡""","Yoku Moku","","""9折（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/1100536/contact_YRO2016_Batch8_80987_YokuMoku_TC.pdf","2016-01-01","2016-12-31","","https://www.redhotoffers.hsbc.com.hk/media/1100537/logo_YRO2016_Batch8_80987.jpg"
"HSBC-1","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港君悦酒店 - 咖啡厅","25847722","""食品85折（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/381509/tnc_YRO2016_Batch7_70791_GrandHyattHongKongGrandCafe_SC.pdf","2016-01-01","2016-12-31","""香港湾仔港湾道1号酒店大堂""","https://www.redhotoffers.hsbc.com.hk/media/381532/logo_YRO2016_Batch7_70791-70795.jpg"
"HSBC-2","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港君悦酒店 - Grissini意大利餐厅","25847722","""食品85折（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/381533/tnc_YRO2016_Batch7_70794_GrandHyattHongKongGrissini_SC.pdf","2016-01-01","2016-12-31","""香港湾仔港湾道1号2楼""","https://www.redhotoffers.hsbc.com.hk/media/381532/logo_YRO2016_Batch7_70791-70795.jpg"
"HSBC-3","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港君悦酒店 - 鹿悦日本餐厅","25847722","""食品85折（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/381521/tnc_YRO2016_Batch7_70793_GrandHyattHongKongKaetsu_SC.pdf","2016-01-01","2016-12-31","""香港湾仔港湾道1号阁楼""","https://www.redhotoffers.hsbc.com.hk/media/381532/logo_YRO2016_Batch7_70791-70795.jpg"
"HSBC-4","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港君悦酒店 - 茶园","25847722","""食品85折（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/381515/tnc_YRO2016_Batch7_70792_GrandHyattHongKongTiffin_SC.pdf","2016-01-01","2016-12-31","""香港湾仔港湾道1号阁楼""","https://www.redhotoffers.hsbc.com.hk/media/381532/logo_YRO2016_Batch7_70791-70795.jpg"
"HSBC-5","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","阿一海景饭店","23280983","""自选餐牌88折""","https://www.redhotoffers.hsbc.com.hk/","2016-01-01","2016-12-31","""尖沙咀弥敦道63号 iSQUARE国际广场29楼2902室""","https://www.redhotoffers.hsbc.com.hk/media/379986/logo_YRO2016_Batch5_50502.jpg"
"HSBC-6","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","波士厅•101","39551755","""晚膳主餐牌88折（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/1100415/tnc_YRO2016_Batch8_80969_TheSkyBoss_SC.pdf","2016-01-01","2016-12-31","""尖沙咀柯士甸道西1号环球贸易广场(ICC)101楼B2铺""","https://www.redhotoffers.hsbc.com.hk/media/1100414/logo_YRO2016_Batch8_80969.jpg"
"HSBC-7","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","Angelina, Parisian Tearoom, Boutique &amp; Restaurant","","""于餐厅及精品店惠顾可享9折""","https://www.redhotoffers.hsbc.com.hk/","2016-01-01","2016-12-31","""香港中环金融街8号国际金融中心3楼连卡佛3025-3026号铺""","https://www.redhotoffers.hsbc.com.hk/media/1100232/logo_YRO2016_Batch6_194_Angelina.jpg"
"HSBC-8","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港君悦酒店 - Grissini意大利餐厅","25847722","""食品85折（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/381539/tnc_YRO2016_Batch7_70794_GrandHyattHongKongGrissini_SC.pdf","2016-01-01","2016-12-31","""香港湾仔港湾道1号2楼""","https://www.redhotoffers.hsbc.com.hk/media/381538/logo_YRO2016_Batch7_70791-70795.jpg"
"HSBC-9","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","The Chop House","","""晚膳堂食人均消费满港币400元，每位可获赠甜品乙客（星期日至四）""","https://www.redhotoffers.hsbc.com.hk//media/371130/tnc_YRO2016_Batch3_58_TheChopHouse_SC.pdf","2016-01-01","2016-12-31","""香港铜锣湾登龙街1号金朝阳中心2期Midtown 3楼""","https://www.redhotoffers.hsbc.com.hk/media/371129/logo_YRO2016_Batch3_58_TheChopHouse.jpg"
"HSBC-10","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","Wooloomooloo Steakhouse","","""惠顾自选餐牌菜式满港币1,000元可享9折""","https://www.redhotoffers.hsbc.com.hk//media/371138/contact_YRO2016_Batch3_59_WooloomoolooSteakhouse_SC.pdf","2016-01-01","2016-12-31","","https://www.redhotoffers.hsbc.com.hk/media/371137/logo_YRO2016_Batch3_59_WooloomoolooSteakhouse.jpg"
"HSBC-11","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港君悦酒店 - 鹿悦日本餐厅","25847722","""食品85折（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/381527/tnc_YRO2016_Batch7_70793_GrandHyattHongKongKaetsu_SC.pdf","2016-01-01","2016-12-31","""香港湾仔港湾道1号阁楼""","https://www.redhotoffers.hsbc.com.hk/media/381526/logo_YRO2016_Batch7_70791-70795.jpg"
"HSBC-12","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港港丽酒店","28225777","""．意宁谷<br> ．怀欧叙<br> ．金叶庭<br> ．咖啡园<br> 获赠生日蛋糕乙个（1磅）及每位可获赠香槟鸡尾酒乙杯（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380695/Birthday2016_HPB01_ConradHongKong_web_tnc_SC.pdf","2016-01-01","2016-12-31","""香港金钟道88号太古广场""","https://www.redhotoffers.hsbc.com.hk/media/380694/Conrad_logo.jpg"
"HSBC-13","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港康得思酒店","35523028","""．The Place<br> 每4位惠顾自助餐（午餐、下午茶、晚餐或宵夜），其中1位可免费享用（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380701/Birthday2016_HPB02_CordisHongKong_web_tnc_SC.pdf","2016-01-01","2016-12-31","""九龙旺角上海街555号""","https://www.redhotoffers.hsbc.com.hk/media/380700/Cordis_logo.jpg"
"HSBC-14","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港东隅","39683777","""．Feast（Food by EAST）<br> 惠顾晚膳可获赠生日餐酒（红酒或白酒）乙瓶（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380707/Birthday2016_HPB03_EastHongKong_web_tnc_SC.pdf","2016-01-01","2016-12-31","""香港太古城太古城道29号东隅1楼""","https://www.redhotoffers.hsbc.com.hk/media/380706/East.jpg"
"HSBC-15","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港君悦酒店","25847722","""．茶园<br> ．鹿悦日本餐厅<br> ．Grissini意大利餐厅<br> ．咖啡厅<br> 惠顾晚膳可获赠生日餐酒（红酒或白酒）乙瓶（星期一至日，节日、公众假期及前夕除外）""","https://www.redhotoffers.hsbc.com.hk//media/380713/Birthday2016_HPB04_GrandHyattHongKong_web_tnc_SC.pdf","2016-01-01","2016-12-31","""香港湾仔港湾道1号""","https://www.redhotoffers.hsbc.com.hk/media/380712/GrandHyatt_logo.jpg"
"HSBC-16","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港会议展览中心","","""．荟景<br> ．金紫荆粤菜厅<br> ．新沪坊<br> 惠顾午膳或晚膳可获赠生日蛋糕乙个及指定餐酒乙瓶（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380719/Birthday2016_HPB05_HongKongConventionandExhibitionCentre_web_tnc_SC.pdf","2016-01-01","2016-12-31","""金紫荆粤菜厅 2582 7728<br> 新沪坊 2582 7332<br> 香港湾仔博览道1号""","https://www.redhotoffers.hsbc.com.hk/media/380718/Hong-KongConventionandExhibitionCentre.jpg"
"HSBC-17","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港尖沙咀凯悦酒店","23111234","""．希戈餐厅<br> 以港币5,868元享用4位套餐及获赠指定香槟乙瓶（750毫升）（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380725/Birthday2016_HPB06_HyattRegencyTsimShaTsui_web_tnc_SC.pdf","2016-01-01","2016-12-31","""九龙尖沙咀河内道18号""","https://www.redhotoffers.hsbc.com.hk/media/380724/HyattRegency_logo.jpg"
"HSBC-18","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港洲际酒店","23132323","""．SPOON by Alain Ducasse<br> ．NOBU InterContinental Hong Kong<br> 食品8折及获赠生日蛋糕乙个（1磅）（SPOON by Alain Ducasse：逢星期二至日；NOBU InterContinental Hong Kong：逢星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380731/Birthday2016_HPB07_InterContinentalHongKong_web_tnc_SC.pdf","2016-01-01","2016-12-31","""九龙尖沙咀梳士巴利道18号""","https://www.redhotoffers.hsbc.com.hk/media/380730/InterContinental_logo.jpg"
"HSBC-19","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港JW万豪酒店","28108366","""．JW咖啡室<br> ．大堂酒廊<br> ．万豪中菜厅<br> 凡惠顾食品满港币800元净价（单一账单）可获赠餐酒乙瓶（星期一至日，不适用于指定日子）""","https://www.redhotoffers.hsbc.com.hk//media/380737/Birthday2016_HPB08_JWMarriottHotelHongKong_web_tnc_SC.pdf","2016-01-01","2016-12-31","""香港金钟道88号太古广场""","https://www.redhotoffers.hsbc.com.hk/media/380736/JwMarriott_logo.jpg"
"HSBC-20","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","九龙香格里拉大酒店","27338988","""．Café Kool<br> 惠顾自助午餐或自助晚餐可享8折及获赠生日蛋糕乙个（2磅）（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380743/Birthday2016_HPB09_KowloonShangri-la_web_tnc_SC.pdf","2016-01-01","2016-12-31","""九龙尖沙咀东么地道64号""","https://www.redhotoffers.hsbc.com.hk/media/380742/KowloonShangri-La_logo.jpg"
"HSBC-21","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","千禧新世界香港酒店","23134268","""．Café East<br> ．La Table<br> ．桃里<br> ．嵯峨野<br> 每台惠顾满港币600元，可获赠红酒或白酒乙瓶（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380749/Birthday2016_HPB10_NewWorldMillenniumHongKongHotel_web_tnc_SC.pdf","2016-01-01","2016-12-31","""香港九龙尖沙咀东部么地道72号""","https://www.redhotoffers.hsbc.com.hk/media/380748/logo_YRO2016_Batch4_40244_NWMHKBlack7UCS3.jpg"
"HSBC-22","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港万丽海景酒店","28028888","""．万丽咖啡室<br> ．满福楼<br> ．The Lounge<br> 4至5位惠顾可获赠生日蛋糕乙个（2磅）（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380755/Birthday2016_HPB11_RenaissanceHarbourViewHotelHongKong_web_tnc_SC.pdf","2016-01-01","2016-12-31","""香港湾仔港湾道1号""","https://www.redhotoffers.hsbc.com.hk/media/380754/Renaissance_logo.jpg"
"HSBC-23","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港喜来登酒店","23691111","""．咖啡厅<br> ．天宝阁<br> ．蚝酒吧<br> ．云海日本料理<br> 惠顾晚膳可获赠生日蛋糕乙个（1磅）及指定餐酒乙瓶（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380761/Birthday2016_HPB12_SheratonHongKongHotelTowers_web_tnc_SC.pdf","2016-01-01","2016-12-31","""九龙尖沙咀弥敦道20号""","https://www.redhotoffers.hsbc.com.hk/media/380760/Sheraton.jpg"
"HSBC-24","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港怡东酒店","28948888","""．一楼咖啡室<br> ．Cammino意大利餐厅<br> ．ToTT's and Roof Terrace<br> ．怡东轩<br> ．双城吧<br> 惠顾午膳或晚膳可获赠生日蛋糕乙个（1磅）（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380767/Birthday2016_HPB13_TheExcelsiorHongKong_web_tnc_SC.pdf","2016-01-01","2016-12-31","""香港铜锣湾告士打道281号""","https://www.redhotoffers.hsbc.com.hk/media/380766/logo_YRO2016_Batch3_30071-30076_TheExcelsiorHongKong.jpg"
"HSBC-25","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","The Mira Hong Kong","","""．国金轩The Mira<br> ．Yamm<br> ．WHISK<br> 惠顾晚膳可获赠COCO生日蛋糕乙个及汽酒乙瓶（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380773/Birthday2016_HPB14_TheMiraHongKong_web_tnc_SC.pdf","2016-01-01","2016-12-31","""2368 1111<br> 九龙尖沙咀弥敦道118号<br> www.themirahotel.com<br> <br> 问月酒店<br> 2643 8875<br> 香港铜锣湾谢斐道388号""","https://www.redhotoffers.hsbc.com.hk/media/380772/TheMira_logo.jpg"
"HSBC-26","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","香港半岛酒店","29202888","""．Felix餐厅<br> ．嘉麟楼<br> ．露台餐厅<br> ．吉地士<br> 2位或以上惠顾晚膳可获赠生日蛋糕乙个（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/380779/Birthday2016_HPB15_The-Peninsula-Hong-Kong_web_tnc_SC.pdf","2016-01-01","2016-12-31","""九龙梳士巴利道""","https://www.redhotoffers.hsbc.com.hk/media/380778/ThePeninsula_logo.jpg"
"HSBC-27","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","屈臣氏酒窖","","""布根地、意大利、澳洲、新西兰及智利正价红、白餐酒85折""","https://www.redhotoffers.hsbc.com.hk//media/1100510/contact_YRO2016_Batch8_80984_WatsonWine_SC.pdf","2016-01-01","2016-12-31","","https://www.redhotoffers.hsbc.com.hk/media/1100509/logo_YRO2016_Batch8_80984.jpg"
"HSBC-28","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","iCREMERIA","","""于iCREMERIA惠顾正价货品满港币100元可享9折""","https://www.redhotoffers.hsbc.com.hk//media/382649/contact_YRO2016_Batch9_306_iCREMERIA_SC.pdf","2016-01-01","2016-12-31","","https://www.redhotoffers.hsbc.com.hk/media/382648/306.jpg"
"HSBC-29","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","Ponti Wine Cellars","","""正价红酒、白酒及香槟9折""","https://www.redhotoffers.hsbc.com.hk//media/375653/contact_YRO2016_Batch6_206_PontiWineCellars_SC.pdf","2016-01-01","2016-12-31","","https://www.redhotoffers.hsbc.com.hk/media/375652/logo_YRO2016_Batch6_206_PontiWineCellar.jpg"
"HSBC-30","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","屈臣氏酒窖","","""布根地、意大利、澳洲、新西兰及智利正价红、白餐酒85折""","https://www.redhotoffers.hsbc.com.hk//media/1100501/contact_YRO2016_Batch8_80984_WatsonWine_SC.pdf","2016-01-01","2016-12-31","","https://www.redhotoffers.hsbc.com.hk/media/1100500/logo_YRO2016_Batch8_80984.jpg"
"HSBC-31","zh_CN","HSBC","""汇丰卓越理财信用卡"",""汇丰运筹理财信用卡"",""汇丰白金信用卡"",""其他汇丰信用卡""","Yoku Moku","","""9折（星期一至日）""","https://www.redhotoffers.hsbc.com.hk//media/1100538/contact_YRO2016_Batch8_80987_YokuMoku_SC.pdf","2016-01-01","2016-12-31","","https://www.redhotoffers.hsbc.com.hk/media/1100537/logo_YRO2016_Batch8_80987.jpg"
