"id","language","bank","card","merchant","merchantPhone","benefit","tAndCLink","from","to","storeLocation","imageUrl","cuisineType"
"CCB-11","zh_CN","China Construction Bank","""银联信用卡受理商户""","La Paloma","22916161","""每位客人可获赠Sangria一杯（适用于午市及晚市）""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-la-paloma","2016-01-01","2016-12-31","""西环皇后大道西189号SoHo189一楼""","","western"
"CCB-12","zh_CN","China Construction Bank","","Lily & Bloom","28106166","""惠顾晚市并预先订座，每位客人可获赠Prosecco一杯（周一至日）""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-lily-and-bloom","2016-01-01","2016-12-31","""中环兰桂坊云咸街33号LKF Tower 5楼及6楼""","","western"
"CCB-13","zh_CN","China Construction Bank","""银联信用卡受理商户""","Lupa","27966500","""自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-lupa","2016-01-01","2016-12-31","""中环皇后大道中31号陆海通大厦3楼""","","western"
"CCB-14","zh_CN","China Construction Bank","","Madam Sixty Ate","25272558","""每位客人惠顾满HKD500可获赠甜品一客（适用于午市及晚市）""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-madam-sixty-ate","2016-01-01","2016-12-31","""湾仔庄士敦道60号1楼8号舖""","","western"
"CCB-15","zh_CN","China Construction Bank","""银联信用卡受理商户""","Manzo Italian Steak House","27353980","""自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-manzo","2016-01-01","2016-12-31","""铜锣湾勿地臣街1号时代广场11楼1104号舖""","","western"
"CCB-16","zh_CN","China Construction Bank","""银联信用卡受理商户""","Panevino","25217366","""星期一至四：全单85折"",""星期五、六及日：全单9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-panevino","2016-01-01","2016-12-31","""半山罗便臣道30-32号地下""","","western"
"CCB-17","zh_CN","China Construction Bank","","Shore Steak","29151638","""星期一至四、星期六至日：自选菜式85折"",""星期五：自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-shore-steak","2016-01-01","2016-12-31","""中环皇后大道中139号The L.Place 3及4楼""","","western"
"CCB-18","zh_CN","China Construction Bank","""银联信用卡受理商户""","Prego Italian","26515700","""自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-prego","2016-01-01","2016-12-31","""中环苏豪伊利近街43号地下""","","western"
"CCB-19","zh_CN","China Construction Bank","","QUAYSIDE","26616708","""每位客人可获赠餐酒或prosecco一杯""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-quayside","2016-01-01","2016-12-31","""湾仔龙景街1号分域码头海军商场地下""","","western"
"CCB-20","zh_CN","China Construction Bank","""银联信用卡受理商户""","QUE MO","28360699","""全单9折 (只限晚市)"",""每位客人惠顾满HKD500可获赠饮品及甜品 (只限晚市)""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-que-mo","2016-01-01","2016-12-31","""湾仔皇后大道东202号QRE Plaza 5楼""","","western"
"CCB-21","zh_CN","China Construction Bank","""银联信用卡受理商户""","Timón Seafood Tapas Bar & Restaurant","21110484","""每位客人惠顾满HKD300可享自选菜式9折"",""每枱可免费获赠Deep-fried Padrón Pepper一客""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-timon-seafood","2016-01-01","2016-12-31","""湾仔船街33号地舖""","","western"
"CCB-22","zh_CN","China Construction Bank","""银联信用卡受理商户""","La Locanda by Giancarlo Perbellini","27859600","""自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-la-locanda","2016-01-01","2016-12-31","""尖沙咀广东道17号海港城海洋中心4楼402号舖""","","western"
"CCB-23","zh_CN","China Construction Bank","""银联信用卡受理商户"",""建行龙卡信用卡受理商户""","Olive EVA","21112568","""晚上9时后入座可享85折"",""惠顾晚市满HKD200每枱可享免费1小时泊车优惠""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-olive-eva","2016-01-01","2016-12-31","""黄大仙睦邻街8号现崇山商场地下G1-G2号舖""","","western"
"CCB-24","zh_CN","China Construction Bank","""银联信用卡受理商户""","Toro Steakhouse & Gastro Bar","26969608","""自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-toro","2016-01-01","2016-12-31","""尖沙咀柯士甸道西1号圆方(Elements)3楼R008号舖""","","western"
"CCB-25","zh_CN","China Construction Bank","""银联信用卡受理商户"",""建行龙卡信用卡受理商户""","Wedgwood Tea Bar","24667998","""惠顾堂食可享9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-wedgwood","2016-01-01","2016-12-31","""尖沙咀广东道5号海港城海洋中心2楼K5号舖""","","western"
"CCB-26","zh_CN","China Construction Bank","""银联信用卡受理商户"",""建行龙卡信用卡受理商户""","BIEN BISTRO","21559022","""晚上9时后入座可享85折"",""惠顾晚市满HKD200每枱可享免费1小时泊车优惠""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-bien-bistro","2016-01-01","2016-12-31","""荃湾杨屋道1号荃新天地1期1楼L117号舖""","","western"
"CCB-27","zh_CN","China Construction Bank","""银联信用卡受理商户"",""建行龙卡信用卡受理商户""","Olive Café","241238362156908826672788","""晚上9时后入座可享85折"",""惠顾晚市满HKD200每枱可享免费1小时泊车优惠""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-olive-cafe","2016-01-01","2016-12-31","""荃湾西楼角路1-17号新领域广场地下G4号舖"",""荃湾杨屋道1号荃新天地1期UG41号舖"",""大埔安邦路9号大埔超级城A区地下012A舖""","","western"
"CCB-28","zh_CN","China Construction Bank","""建行龙卡信用卡受理商户""","意大利餐厅","262811172628103328863156","""惠顾自选菜式满HKD300可享9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningwes/index_content.html#tnc_desktop-resto","2016-01-01","2016-12-31","""屯门黄金海岸商场地下3-5号舖"",""深井深井村68号地下"",""东涌海滨路8号海堤湾畔商场地下G号舖""","","western"
"CCB-29","zh_CN","China Construction Bank","""建行龙卡信用卡受理商户""","满屋日本料理","3622336636221801","""惠顾晚市放题每餐枱送清酒一支""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningjap/index_content.html#tnc_desktop-manya","2016-01-01","2016-12-31","""铜锣湾骆克道463-483号铜锣湾广场2期8楼全层"",""尖沙咀北京道53-63号国都大厦地库全层""","","asian,japanese"
"CCB-30","zh_CN","China Construction Bank","""银联信用卡受理商户"",""建行龙卡信用卡受理商户""","盛八日式烧肉店","258119333106018323668866/23803388","""惠顾满HKD350可享香草牛油青殼岩蚝 (两件) 乙客 (一般零售价HKD69)""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningjap/index_content.html#tnc_desktop-morihachi-yakiniku","2016-01-01","2016-12-31","""中环摆花街8号3楼"",""铜锣湾怡和街2-6号英光大厦3楼"",""尖沙咀亚士厘道23-25号雅士利中心3楼"",""旺角山东街38号38广场3楼""","","asian,japanese"
"CCB-31","zh_CN","China Construction Bank","""银联信用卡受理商户"",""建行龙卡信用卡受理商户""","盛八食堂","28055711","""于晚市惠顾满HKD100，即送意大利迷迭香手羽先乙客 (价值HKD48)""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningjap/index_content.html#tnc_desktop-morihachi-kitchen-tamago","2016-01-01","2016-12-31","""铜锣湾京士顿街9号名店坊1楼L102号舖""","","asian,japanese"
"CCB-32","zh_CN","China Construction Bank","""银联信用卡受理商户"",""建行龙卡信用卡受理商户""","味一番日本料理","2317671823669333","""惠顾晚市满HKD300可享88折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningjap/index_content.html#tnc_desktop-aji-ichiban","2016-01-01","2016-12-31","""尖沙咀山林道22-26号地下"",""尖沙咀金巴利道65-67B号地下A舖""","","asian,japanese"
"CCB-33","zh_CN","China Construction Bank","""银联信用卡受理商户"",""建行龙卡信用卡受理商户""","盛八日式火锅放题店","26160960/26160939","""惠顾""晚市90分钟放题""，即送海鲜盛合乙客 (价值HKD48)""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningjap/index_content.html#tnc_desktop-morihachi-shabu-shabu","2016-01-01","2016-12-31","""旺角通菜街1A-1J号威达商业大厦Deli2 3楼3B舖""","","asian,japanese"
"CCB-34","zh_CN","China Construction Bank","""建行龙卡信用卡受理商户""","至尊满屋日本料理","36222688","""惠顾晚市放题每餐枱送清酒一支""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningjap/index_content.html#tnc_desktop-supreme-manya","2016-01-01","2016-12-31","""旺角弥敦道628号旺角琼华中心7楼""","","asian,japanese"
"CCB-35","zh_CN","China Construction Bank","""建行龙卡信用卡受理商户""","波罗密素食","27363939/2736398923176908/2317690923712208/23713237","""优惠价HKD588享用波罗密素食四人晚市套餐，套餐包括： - 日式原只素鲍鱼刺身 - 素瑶柱海皇西施羹 - 京式素牛仔柳 - 沪式赛螃蟹 - 香芋BB素斑仔 - 黑松露特色炒饭 (原价HKD668)""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningothers/index_content.html#tnc_desktop-paramita","2016-01-01","2016-12-31","""尖沙咀弥敦道180号宝华商业大厦2字楼"",""天后琉璃街3C地舖"",""荔枝角长义街9号D2广场3楼302号舖""","","others"
"CCB-36","zh_CN","China Construction Bank","""银联信用卡受理商户""","Bombay Dreams","29710001","""自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningothers/index_content.html#tnc_desktop-bombay-dreams","2016-01-01","2016-12-31","""中环云咸街77号嘉兆商业大厦4楼""","","others"
"CCB-37","zh_CN","China Construction Bank","""银联信用卡受理商户"",""建行龙卡信用卡受理商户""","火车头越南餐室","2363483825283848","""惠顾晚市主餐牌满HKD200，可享9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningothers/index_content.html#tnc_desktop-cafe-locomotive","2016-01-01","2016-12-31","""湾仔谢斐道268-270号杜志台地舖"",""湾仔谭臣道29号地下""","","others"
"CCB-38","zh_CN","China Construction Bank","""银联信用卡受理商户""","新派素食","25205308","""自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningothers/index_content.html#tnc_desktop-khana-khazana","2016-01-01","2016-12-31","""湾仔卢押道20号其康大厦1楼""","","others"
"CCB-39","zh_CN","China Construction Bank","""银联信用卡受理商户""","MAMA SAN by Will Meyrick","28818901","""自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningothers/index_content.html#tnc_desktop-mama-san","2016-01-01","2016-12-31","""中环云咸街46号地下""","","others"
"CCB-40","zh_CN","China Construction Bank","""银联信用卡受理商户"",""建行龙卡信用卡受理商户""","喜喜冰室","2868036328810616","""惠顾晚市餐饮消费满HKD200，可享9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningothers/index_content.html#tnc_desktop-match-box","2016-01-01","2016-12-31","""铜锣湾Fashion Walk加宁街8号地下2B舖"",""铜锣湾新会道2号地下""","","others"
"CCB-41","zh_CN","China Construction Bank","""银联信用卡受理商户""","Olive Greek & Middle Eastern","25211608","""自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningothers/index_content.html#tnc_desktop-olive","2016-01-01","2016-12-31","""中环苏豪区伊利近街32号地下""","","others"
"CCB-42","zh_CN","China Construction Bank","""银联信用卡受理商户""","Soho Spice Vietnamese & Thai","25211600","""自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningothers/index_content.html#tnc_desktop-soho-spice","2016-01-01","2016-12-31","""中环苏豪伊利近街47B号地下""","","others"
"CCB-43","zh_CN","China Construction Bank","","Tamarind Pan","28277777","""万事达卡信用卡尊享优惠 - 午市套餐及周日早午餐享4人同行1人免费""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningothers/index_content.html#tnc_desktop-tamarind-pan","2016-01-01","2016-12-31","""湾仔港湾道30号新鸿基中心2楼""","","others"
"CCB-44","zh_CN","China Construction Bank","""银联信用卡受理商户"",""建行龙卡信用卡受理商户""","阿里朗韩国餐厅","29563288","""于星期一至五惠顾午市每位消费满HKD100，可获赠韩国果醋一杯"",""于星期一至五惠顾晚市每枱消费满HKD300，可获赠啤酒一杯""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningothers/index_content.html#tnc_desktop-arirang","2016-01-01","2016-12-31","""尖沙咀亚士厘道33号九龙中心1楼A""","","others"
"CCB-45","zh_CN","China Construction Bank","""银联信用卡受理商户""","Nahm Vietnamese & Thai","28107575","""自选菜式9折""","http://www.asia.ccb.com/hongkong_sc/personal/credit_cards/yearroundoffers/diningothers/index_content.html#tnc_desktop-nahm","2016-01-01","2016-12-31","""尖沙咀柯士甸道西1号圆方(Elements)1楼1044-45号舖""","","others"
